from_str,to_str,value,from,to
"[(0, 1), (0, 4), (3, 0), (4, 2)]","[(0, 1), (0, 4), (7, 2)]",C,67,152
"[(0, 1), (0, 2), (0, 4), (7, 0)]","[(0, 1), (0, 4), (7, 2)]",C,123,152
"[(0, 1), (1, 0), (2, 2), (4, 4)]","[(0, 1), (1, 0), (6, 6)]",C,26,153
"[(0, 1), (1, 0), (2, 4), (4, 2)]","[(0, 1), (1, 0), (6, 6)]",C,28,153
"[(0, 1), (1, 0), (2, 6), (4, 0)]","[(0, 1), (1, 0), (6, 6)]",C,62,153
"[(0, 1), (0, 4), (1, 0), (6, 2)]","[(0, 1), (1, 0), (6, 6)]",C,64,153
"[(0, 1), (1, 0), (2, 0), (4, 6)]","[(0, 1), (1, 0), (6, 6)]",C,66,153
"[(0, 1), (0, 2), (1, 0), (6, 4)]","[(0, 1), (1, 0), (6, 6)]",C,74,153
"[(0, 1), (0, 6), (1, 0), (6, 0)]","[(0, 1), (1, 0), (6, 6)]",C,122,153
"[(1, 1), (6, 6)]","[(0, 1), (1, 0), (6, 6)]",R,168,153
"[(0, 5), (1, 0), (2, 2), (4, 0)]","[(0, 5), (2, 2), (5, 0)]",C,61,154
"[(0, 1), (0, 4), (2, 2), (5, 0)]","[(0, 5), (2, 2), (5, 0)]",C,63,154
"[(0, 2), (0, 5), (2, 0), (5, 0)]","[(0, 5), (2, 2), (5, 0)]",C,118,154
"[(2, 2), (5, 5)]","[(0, 5), (2, 2), (5, 0)]",R,167,154
"[(0, 5), (1, 0), (2, 2), (4, 0)]","[(0, 5), (1, 0), (6, 2)]",C,61,155
"[(0, 1), (0, 4), (1, 0), (6, 2)]","[(0, 5), (1, 0), (6, 2)]",C,64,155
"[(0, 5), (1, 0), (2, 0), (4, 2)]","[(0, 5), (1, 0), (6, 2)]",C,65,155
"[(0, 2), (0, 5), (1, 0), (6, 0)]","[(0, 5), (1, 0), (6, 2)]",C,119,155
"[(1, 5), (6, 2)]","[(0, 5), (1, 0), (6, 2)]",R,169,155
"[(0, 1), (1, 0), (2, 6), (4, 0)]","[(0, 1), (2, 6), (5, 0)]",C,62,156
"[(0, 1), (0, 4), (2, 2), (5, 0)]","[(0, 1), (2, 6), (5, 0)]",C,63,156
"[(0, 1), (0, 2), (2, 4), (5, 0)]","[(0, 1), (2, 6), (5, 0)]",C,73,156
"[(0, 1), (0, 6), (2, 0), (5, 0)]","[(0, 1), (2, 6), (5, 0)]",C,121,156
"[(2, 6), (5, 1)]","[(0, 1), (2, 6), (5, 0)]",R,170,156
"[(0, 5), (1, 0), (2, 0), (4, 2)]","[(0, 5), (3, 0), (4, 2)]",C,65,157
"[(0, 1), (0, 4), (3, 0), (4, 2)]","[(0, 5), (3, 0), (4, 2)]",C,67,157
"[(0, 2), (0, 5), (3, 0), (4, 0)]","[(0, 5), (3, 0), (4, 2)]",C,117,157
"[(3, 5), (4, 2)]","[(0, 5), (3, 0), (4, 2)]",R,171,157
"[(0, 1), (1, 0), (2, 0), (4, 6)]","[(0, 1), (3, 0), (4, 6)]",C,66,158
"[(0, 1), (0, 4), (3, 0), (4, 2)]","[(0, 1), (3, 0), (4, 6)]",C,67,158
"[(0, 1), (0, 2), (3, 0), (4, 4)]","[(0, 1), (3, 0), (4, 6)]",C,76,158
"[(0, 1), (0, 6), (3, 0), (4, 0)]","[(0, 1), (3, 0), (4, 6)]",C,120,158
"[(3, 1), (4, 6)]","[(0, 1), (3, 0), (4, 6)]",R,173,158
"[(0, 3), (1, 4), (2, 0), (4, 0)]","[(0, 3), (3, 4), (4, 0)]",C,68,159
"[(0, 1), (0, 2), (3, 4), (4, 0)]","[(0, 3), (3, 4), (4, 0)]",C,69,159
"[(0, 3), (1, 0), (2, 4), (4, 0)]","[(0, 3), (3, 4), (4, 0)]",C,72,159
"[(0, 3), (0, 4), (3, 0), (4, 0)]","[(0, 3), (3, 4), (4, 0)]",C,114,159
"[(3, 4), (4, 3)]","[(0, 3), (3, 4), (4, 0)]",R,183,159
"[(0, 3), (1, 4), (2, 0), (4, 0)]","[(0, 3), (2, 0), (5, 4)]",C,68,160
"[(0, 1), (0, 2), (2, 0), (5, 4)]","[(0, 3), (2, 0), (5, 4)]",C,70,160
"[(0, 3), (1, 0), (2, 0), (4, 4)]","[(0, 3), (2, 0), (5, 4)]",C,75,160
"[(0, 3), (0, 4), (2, 0), (5, 0)]","[(0, 3), (2, 0), (5, 4)]",C,115,160
"[(2, 3), (5, 4)]","[(0, 3), (2, 0), (5, 4)]",R,180,160
"[(0, 3), (1, 4), (2, 0), (4, 0)]","[(0, 3), (1, 4), (6, 0)]",C,68,161
"[(0, 1), (0, 2), (1, 4), (6, 0)]","[(0, 3), (1, 4), (6, 0)]",C,71,161
"[(0, 3), (0, 4), (1, 0), (6, 0)]","[(0, 3), (1, 4), (6, 0)]",C,116,161
"[(1, 4), (6, 3)]","[(0, 3), (1, 4), (6, 0)]",R,179,161
"[(0, 1), (0, 2), (3, 4), (4, 0)]","[(0, 1), (0, 2), (7, 4)]",C,69,162
"[(0, 1), (0, 2), (2, 0), (5, 4)]","[(0, 1), (0, 2), (7, 4)]",C,70,162
"[(0, 1), (0, 2), (1, 4), (6, 0)]","[(0, 1), (0, 2), (7, 4)]",C,71,162
"[(0, 1), (0, 2), (2, 4), (5, 0)]","[(0, 1), (0, 2), (7, 4)]",C,73,162
"[(0, 1), (0, 2), (1, 0), (6, 4)]","[(0, 1), (0, 2), (7, 4)]",C,74,162
"[(0, 1), (0, 2), (3, 0), (4, 4)]","[(0, 1), (0, 2), (7, 4)]",C,76,162
"[(0, 1), (0, 2), (0, 4), (7, 0)]","[(0, 1), (0, 2), (7, 4)]",C,123,162
"[(0, 3), (1, 0), (2, 4), (4, 0)]","[(0, 3), (2, 4), (5, 0)]",C,72,163
"[(0, 1), (0, 2), (2, 4), (5, 0)]","[(0, 3), (2, 4), (5, 0)]",C,73,163
"[(0, 3), (0, 4), (2, 0), (5, 0)]","[(0, 3), (2, 4), (5, 0)]",C,115,163
"[(2, 4), (5, 3)]","[(0, 3), (2, 4), (5, 0)]",R,172,163
"[(0, 3), (1, 0), (2, 4), (4, 0)]","[(0, 3), (1, 0), (6, 4)]",C,72,164
"[(0, 1), (0, 2), (1, 0), (6, 4)]","[(0, 3), (1, 0), (6, 4)]",C,74,164
"[(0, 3), (1, 0), (2, 0), (4, 4)]","[(0, 3), (1, 0), (6, 4)]",C,75,164
"[(0, 3), (0, 4), (1, 0), (6, 0)]","[(0, 3), (1, 0), (6, 4)]",C,116,164
"[(1, 3), (6, 4)]","[(0, 3), (1, 0), (6, 4)]",R,174,164
"[(0, 3), (1, 0), (2, 0), (4, 4)]","[(0, 3), (3, 0), (4, 4)]",C,75,165
"[(0, 1), (0, 2), (3, 0), (4, 4)]","[(0, 3), (3, 0), (4, 4)]",C,76,165
"[(0, 3), (0, 4), (3, 0), (4, 0)]","[(0, 3), (3, 0), (4, 4)]",C,114,165
"[(3, 3), (4, 4)]","[(0, 3), (3, 0), (4, 4)]",R,166,165
"[(1, 1), (2, 2), (4, 4)]","[(3, 3), (4, 4)]",C,29,166
"[(1, 2), (2, 1), (4, 4)]","[(3, 3), (4, 4)]",C,31,166
"[(1, 3), (2, 0), (4, 4)]","[(3, 3), (4, 4)]",C,87,166
"[(0, 2), (3, 1), (4, 4)]","[(3, 3), (4, 4)]",C,88,166
"[(1, 0), (2, 3), (4, 4)]","[(3, 3), (4, 4)]",C,98,166
"[(0, 1), (3, 2), (4, 4)]","[(3, 3), (4, 4)]",C,109,166
"[(0, 4), (3, 3), (4, 0)]","[(3, 3), (4, 4)]",C,124,166
"[(0, 3), (3, 0), (4, 4)]","[(3, 3), (4, 4)]",C,165,166
"[(1, 1), (2, 2), (4, 4)]","[(2, 2), (5, 5)]",C,29,167
"[(1, 4), (2, 2), (4, 1)]","[(2, 2), (5, 5)]",C,34,167
"[(1, 5), (2, 2), (4, 0)]","[(2, 2), (5, 5)]",C,77,167
"[(0, 4), (2, 2), (5, 1)]","[(2, 2), (5, 5)]",C,79,167
"[(1, 0), (2, 2), (4, 5)]","[(2, 2), (5, 5)]",C,103,167
"[(0, 1), (2, 2), (5, 4)]","[(2, 2), (5, 5)]",C,110,167
"[(0, 2), (2, 0), (5, 5)]","[(2, 2), (5, 5)]",C,127,167
"[(0, 5), (2, 2), (5, 0)]","[(2, 2), (5, 5)]",C,154,167
"[(1, 1), (2, 2), (4, 4)]","[(1, 1), (6, 6)]",C,29,168
"[(1, 1), (2, 4), (4, 2)]","[(1, 1), (6, 6)]",C,30,168
"[(1, 1), (2, 6), (4, 0)]","[(1, 1), (6, 6)]",C,78,168
"[(0, 4), (1, 1), (6, 2)]","[(1, 1), (6, 6)]",C,80,168
"[(1, 1), (2, 0), (4, 6)]","[(1, 1), (6, 6)]",C,82,168
"[(0, 2), (1, 1), (6, 4)]","[(1, 1), (6, 6)]",C,86,168
"[(0, 6), (1, 1), (6, 0)]","[(1, 1), (6, 6)]",C,131,168
"[(0, 1), (1, 0), (6, 6)]","[(1, 1), (6, 6)]",C,153,168
"[(1, 5), (2, 2), (4, 0)]","[(1, 5), (6, 2)]",C,77,169
"[(0, 4), (1, 1), (6, 2)]","[(1, 5), (6, 2)]",C,80,169
"[(1, 5), (2, 0), (4, 2)]","[(1, 5), (6, 2)]",C,81,169
"[(0, 1), (1, 4), (6, 2)]","[(1, 5), (6, 2)]",C,111,169
"[(0, 2), (1, 5), (6, 0)]","[(1, 5), (6, 2)]",C,133,169
"[(0, 5), (1, 0), (6, 2)]","[(1, 5), (6, 2)]",C,155,169
"[(1, 1), (2, 6), (4, 0)]","[(2, 6), (5, 1)]",C,78,170
"[(0, 4), (2, 2), (5, 1)]","[(2, 6), (5, 1)]",C,79,170
"[(0, 2), (2, 4), (5, 1)]","[(2, 6), (5, 1)]",C,85,170
"[(1, 0), (2, 6), (4, 1)]","[(2, 6), (5, 1)]",C,102,170
"[(0, 6), (2, 0), (5, 1)]","[(2, 6), (5, 1)]",C,130,170
"[(0, 1), (2, 6), (5, 0)]","[(2, 6), (5, 1)]",C,156,170
"[(1, 1), (2, 4), (4, 2)]","[(3, 5), (4, 2)]",C,30,171
"[(1, 4), (2, 1), (4, 2)]","[(3, 5), (4, 2)]",C,32,171
"[(1, 5), (2, 0), (4, 2)]","[(3, 5), (4, 2)]",C,81,171
"[(0, 4), (3, 1), (4, 2)]","[(3, 5), (4, 2)]",C,83,171
"[(1, 0), (2, 5), (4, 2)]","[(3, 5), (4, 2)]",C,93,171
"[(0, 1), (3, 4), (4, 2)]","[(3, 5), (4, 2)]",C,112,171
"[(0, 2), (3, 5), (4, 0)]","[(3, 5), (4, 2)]",C,126,171
"[(0, 5), (3, 0), (4, 2)]","[(3, 5), (4, 2)]",C,157,171
"[(1, 1), (2, 4), (4, 2)]","[(2, 4), (5, 3)]",C,30,172
"[(1, 2), (2, 4), (4, 1)]","[(2, 4), (5, 3)]",C,33,172
"[(1, 3), (2, 4), (4, 0)]","[(2, 4), (5, 3)]",C,84,172
"[(0, 2), (2, 4), (5, 1)]","[(2, 4), (5, 3)]",C,85,172
"[(1, 0), (2, 4), (4, 3)]","[(2, 4), (5, 3)]",C,106,172
"[(0, 1), (2, 4), (5, 2)]","[(2, 4), (5, 3)]",C,107,172
"[(0, 4), (2, 0), (5, 3)]","[(2, 4), (5, 3)]",C,125,172
"[(0, 3), (2, 4), (5, 0)]","[(2, 4), (5, 3)]",C,163,172
"[(1, 1), (2, 0), (4, 6)]","[(3, 1), (4, 6)]",C,82,173
"[(0, 4), (3, 1), (4, 2)]","[(3, 1), (4, 6)]",C,83,173
"[(0, 2), (3, 1), (4, 4)]","[(3, 1), (4, 6)]",C,88,173
"[(1, 0), (2, 1), (4, 6)]","[(3, 1), (4, 6)]",C,94,173
"[(0, 6), (3, 1), (4, 0)]","[(3, 1), (4, 6)]",C,129,173
"[(0, 1), (3, 0), (4, 6)]","[(3, 1), (4, 6)]",C,158,173
"[(1, 3), (2, 4), (4, 0)]","[(1, 3), (6, 4)]",C,84,174
"[(0, 2), (1, 1), (6, 4)]","[(1, 3), (6, 4)]",C,86,174
"[(1, 3), (2, 0), (4, 4)]","[(1, 3), (6, 4)]",C,87,174
"[(0, 1), (1, 2), (6, 4)]","[(1, 3), (6, 4)]",C,108,174
"[(0, 4), (1, 3), (6, 0)]","[(1, 3), (6, 4)]",C,132,174
"[(0, 3), (1, 0), (6, 4)]","[(1, 3), (6, 4)]",C,164,174
"[(1, 2), (2, 1), (4, 4)]","[(2, 1), (5, 6)]",C,31,175
"[(1, 4), (2, 1), (4, 2)]","[(2, 1), (5, 6)]",C,32,175
"[(1, 6), (2, 1), (4, 0)]","[(2, 1), (5, 6)]",C,89,175
"[(0, 4), (2, 1), (5, 2)]","[(2, 1), (5, 6)]",C,91,175
"[(1, 0), (2, 1), (4, 6)]","[(2, 1), (5, 6)]",C,94,175
"[(0, 2), (2, 1), (5, 4)]","[(2, 1), (5, 6)]",C,96,175
"[(0, 6), (2, 1), (5, 0)]","[(2, 1), (5, 6)]",C,138,175
"[(0, 1), (2, 0), (5, 6)]","[(2, 1), (5, 6)]",C,147,175
"[(1, 2), (2, 1), (4, 4)]","[(1, 2), (6, 5)]",C,31,176
"[(1, 2), (2, 4), (4, 1)]","[(1, 2), (6, 5)]",C,33,176
"[(1, 2), (2, 5), (4, 0)]","[(1, 2), (6, 5)]",C,90,176
"[(0, 4), (1, 2), (6, 1)]","[(1, 2), (6, 5)]",C,92,176
"[(1, 2), (2, 0), (4, 5)]","[(1, 2), (6, 5)]",C,100,176
"[(0, 1), (1, 2), (6, 4)]","[(1, 2), (6, 5)]",C,108,176
"[(0, 2), (1, 0), (6, 5)]","[(1, 2), (6, 5)]",C,136,176
"[(0, 5), (1, 2), (6, 0)]","[(1, 2), (6, 5)]",C,150,176
"[(1, 6), (2, 1), (4, 0)]","[(1, 6), (6, 1)]",C,89,177
"[(0, 4), (1, 2), (6, 1)]","[(1, 6), (6, 1)]",C,92,177
"[(0, 2), (1, 4), (6, 1)]","[(1, 6), (6, 1)]",C,97,177
"[(1, 6), (2, 0), (4, 1)]","[(1, 6), (6, 1)]",C,99,177
"[(0, 6), (1, 0), (6, 1)]","[(1, 6), (6, 1)]",C,139,177
"[(0, 1), (1, 6), (6, 0)]","[(1, 6), (6, 1)]",C,151,177
"[(1, 2), (2, 5), (4, 0)]","[(2, 5), (5, 2)]",C,90,178
"[(0, 4), (2, 1), (5, 2)]","[(2, 5), (5, 2)]",C,91,178
"[(1, 0), (2, 5), (4, 2)]","[(2, 5), (5, 2)]",C,93,178
"[(0, 1), (2, 4), (5, 2)]","[(2, 5), (5, 2)]",C,107,178
"[(0, 2), (2, 5), (5, 0)]","[(2, 5), (5, 2)]",C,141,178
"[(0, 5), (2, 0), (5, 2)]","[(2, 5), (5, 2)]",C,149,178
"[(1, 4), (2, 1), (4, 2)]","[(1, 4), (6, 3)]",C,32,179
"[(1, 4), (2, 2), (4, 1)]","[(1, 4), (6, 3)]",C,34,179
"[(1, 4), (2, 3), (4, 0)]","[(1, 4), (6, 3)]",C,95,179
"[(0, 2), (1, 4), (6, 1)]","[(1, 4), (6, 3)]",C,97,179
"[(1, 4), (2, 0), (4, 3)]","[(1, 4), (6, 3)]",C,104,179
"[(0, 1), (1, 4), (6, 2)]","[(1, 4), (6, 3)]",C,111,179
"[(0, 4), (1, 0), (6, 3)]","[(1, 4), (6, 3)]",C,135,179
"[(0, 3), (1, 4), (6, 0)]","[(1, 4), (6, 3)]",C,161,179
"[(1, 4), (2, 3), (4, 0)]","[(2, 3), (5, 4)]",C,95,180
"[(0, 2), (2, 1), (5, 4)]","[(2, 3), (5, 4)]",C,96,180
"[(1, 0), (2, 3), (4, 4)]","[(2, 3), (5, 4)]",C,98,180
"[(0, 1), (2, 2), (5, 4)]","[(2, 3), (5, 4)]",C,110,180
"[(0, 4), (2, 3), (5, 0)]","[(2, 3), (5, 4)]",C,140,180
"[(0, 3), (2, 0), (5, 4)]","[(2, 3), (5, 4)]",C,160,180
"[(1, 2), (2, 4), (4, 1)]","[(3, 6), (4, 1)]",C,33,181
"[(1, 4), (2, 2), (4, 1)]","[(3, 6), (4, 1)]",C,34,181
"[(1, 6), (2, 0), (4, 1)]","[(3, 6), (4, 1)]",C,99,181
"[(0, 4), (3, 2), (4, 1)]","[(3, 6), (4, 1)]",C,101,181
"[(1, 0), (2, 6), (4, 1)]","[(3, 6), (4, 1)]",C,102,181
"[(0, 2), (3, 4), (4, 1)]","[(3, 6), (4, 1)]",C,105,181
"[(0, 6), (3, 0), (4, 1)]","[(3, 6), (4, 1)]",C,143,181
"[(0, 1), (3, 6), (4, 0)]","[(3, 6), (4, 1)]",C,146,181
"[(1, 2), (2, 0), (4, 5)]","[(3, 2), (4, 5)]",C,100,182
"[(0, 4), (3, 2), (4, 1)]","[(3, 2), (4, 5)]",C,101,182
"[(1, 0), (2, 2), (4, 5)]","[(3, 2), (4, 5)]",C,103,182
"[(0, 1), (3, 2), (4, 4)]","[(3, 2), (4, 5)]",C,109,182
"[(0, 2), (3, 0), (4, 5)]","[(3, 2), (4, 5)]",C,145,182
"[(0, 5), (3, 2), (4, 0)]","[(3, 2), (4, 5)]",C,148,182
"[(1, 4), (2, 0), (4, 3)]","[(3, 4), (4, 3)]",C,104,183
"[(0, 2), (3, 4), (4, 1)]","[(3, 4), (4, 3)]",C,105,183
"[(1, 0), (2, 4), (4, 3)]","[(3, 4), (4, 3)]",C,106,183
"[(0, 1), (3, 4), (4, 2)]","[(3, 4), (4, 3)]",C,112,183
"[(0, 4), (3, 0), (4, 3)]","[(3, 4), (4, 3)]",C,144,183
"[(0, 3), (3, 4), (4, 0)]","[(3, 4), (4, 3)]",C,159,183
"[(0, 7), (1, 0), (2, 0), (4, 0)]","[(0, 7), (3, 0), (4, 0)]",C,113,184
"[(0, 3), (0, 4), (3, 0), (4, 0)]","[(0, 7), (3, 0), (4, 0)]",C,114,184
"[(0, 2), (0, 5), (3, 0), (4, 0)]","[(0, 7), (3, 0), (4, 0)]",C,117,184
"[(0, 1), (0, 6), (3, 0), (4, 0)]","[(0, 7), (3, 0), (4, 0)]",C,120,184
"[(3, 7), (4, 0)]","[(0, 7), (3, 0), (4, 0)]",R,190,184
"[(3, 0), (4, 7)]","[(0, 7), (3, 0), (4, 0)]",R,198,184
"[(0, 7), (1, 0), (2, 0), (4, 0)]","[(0, 7), (2, 0), (5, 0)]",C,113,185
"[(0, 3), (0, 4), (2, 0), (5, 0)]","[(0, 7), (2, 0), (5, 0)]",C,115,185
"[(0, 2), (0, 5), (2, 0), (5, 0)]","[(0, 7), (2, 0), (5, 0)]",C,118,185
"[(0, 1), (0, 6), (2, 0), (5, 0)]","[(0, 7), (2, 0), (5, 0)]",C,121,185
"[(2, 0), (5, 7)]","[(0, 7), (2, 0), (5, 0)]",R,192,185
"[(2, 7), (5, 0)]","[(0, 7), (2, 0), (5, 0)]",R,197,185
"[(0, 7), (1, 0), (2, 0), (4, 0)]","[(0, 7), (1, 0), (6, 0)]",C,113,186
"[(0, 3), (0, 4), (1, 0), (6, 0)]","[(0, 7), (1, 0), (6, 0)]",C,116,186
"[(0, 2), (0, 5), (1, 0), (6, 0)]","[(0, 7), (1, 0), (6, 0)]",C,119,186
"[(0, 1), (0, 6), (1, 0), (6, 0)]","[(0, 7), (1, 0), (6, 0)]",C,122,186
"[(1, 7), (6, 0)]","[(0, 7), (1, 0), (6, 0)]",R,194,186
"[(1, 0), (6, 7)]","[(0, 7), (1, 0), (6, 0)]",R,196,186
"[(0, 3), (0, 4), (3, 0), (4, 0)]","[(0, 3), (0, 4), (7, 0)]",C,114,187
"[(0, 3), (0, 4), (2, 0), (5, 0)]","[(0, 3), (0, 4), (7, 0)]",C,115,187
"[(0, 3), (0, 4), (1, 0), (6, 0)]","[(0, 3), (0, 4), (7, 0)]",C,116,187
"[(0, 1), (0, 2), (0, 4), (7, 0)]","[(0, 3), (0, 4), (7, 0)]",C,123,187
"[(0, 4), (7, 3)]","[(0, 3), (0, 4), (7, 0)]",R,191,187
"[(0, 3), (7, 4)]","[(0, 3), (0, 4), (7, 0)]",R,201,187
"[(0, 2), (0, 5), (3, 0), (4, 0)]","[(0, 2), (0, 5), (7, 0)]",C,117,188
"[(0, 2), (0, 5), (2, 0), (5, 0)]","[(0, 2), (0, 5), (7, 0)]",C,118,188
"[(0, 2), (0, 5), (1, 0), (6, 0)]","[(0, 2), (0, 5), (7, 0)]",C,119,188
"[(0, 1), (0, 2), (0, 4), (7, 0)]","[(0, 2), (0, 5), (7, 0)]",C,123,188
"[(0, 2), (7, 5)]","[(0, 2), (0, 5), (7, 0)]",R,193,188
"[(0, 5), (7, 2)]","[(0, 2), (0, 5), (7, 0)]",R,200,188
"[(0, 1), (0, 6), (3, 0), (4, 0)]","[(0, 1), (0, 6), (7, 0)]",C,120,189
"[(0, 1), (0, 6), (2, 0), (5, 0)]","[(0, 1), (0, 6), (7, 0)]",C,121,189
"[(0, 1), (0, 6), (1, 0), (6, 0)]","[(0, 1), (0, 6), (7, 0)]",C,122,189
"[(0, 1), (0, 2), (0, 4), (7, 0)]","[(0, 1), (0, 6), (7, 0)]",C,123,189
"[(0, 6), (7, 1)]","[(0, 1), (0, 6), (7, 0)]",R,195,189
"[(0, 1), (7, 6)]","[(0, 1), (0, 6), (7, 0)]",R,199,189
"[(1, 5), (2, 2), (4, 0)]","[(3, 7), (4, 0)]",C,77,190
"[(1, 1), (2, 6), (4, 0)]","[(3, 7), (4, 0)]",C,78,190
"[(1, 3), (2, 4), (4, 0)]","[(3, 7), (4, 0)]",C,84,190
"[(1, 6), (2, 1), (4, 0)]","[(3, 7), (4, 0)]",C,89,190
"[(1, 2), (2, 5), (4, 0)]","[(3, 7), (4, 0)]",C,90,190
"[(1, 4), (2, 3), (4, 0)]","[(3, 7), (4, 0)]",C,95,190
"[(0, 4), (3, 3), (4, 0)]","[(3, 7), (4, 0)]",C,124,190
"[(0, 2), (3, 5), (4, 0)]","[(3, 7), (4, 0)]",C,126,190
"[(1, 7), (2, 0), (4, 0)]","[(3, 7), (4, 0)]",C,128,190
"[(0, 6), (3, 1), (4, 0)]","[(3, 7), (4, 0)]",C,129,190
"[(1, 0), (2, 7), (4, 0)]","[(3, 7), (4, 0)]",C,137,190
"[(0, 1), (3, 6), (4, 0)]","[(3, 7), (4, 0)]",C,146,190
"[(0, 5), (3, 2), (4, 0)]","[(3, 7), (4, 0)]",C,148,190
"[(0, 3), (3, 4), (4, 0)]","[(3, 7), (4, 0)]",C,159,190
"[(0, 7), (3, 0), (4, 0)]","[(3, 7), (4, 0)]",C,184,190
"[(0, 4), (2, 2), (5, 1)]","[(0, 4), (7, 3)]",C,79,191
"[(0, 4), (1, 1), (6, 2)]","[(0, 4), (7, 3)]",C,80,191
"[(0, 4), (3, 1), (4, 2)]","[(0, 4), (7, 3)]",C,83,191
"[(0, 4), (2, 1), (5, 2)]","[(0, 4), (7, 3)]",C,91,191
"[(0, 4), (1, 2), (6, 1)]","[(0, 4), (7, 3)]",C,92,191
"[(0, 4), (3, 2), (4, 1)]","[(0, 4), (7, 3)]",C,101,191
"[(0, 4), (3, 3), (4, 0)]","[(0, 4), (7, 3)]",C,124,191
"[(0, 4), (2, 0), (5, 3)]","[(0, 4), (7, 3)]",C,125,191
"[(0, 4), (1, 3), (6, 0)]","[(0, 4), (7, 3)]",C,132,191
"[(0, 2), (0, 4), (7, 1)]","[(0, 4), (7, 3)]",C,134,191
"[(0, 4), (1, 0), (6, 3)]","[(0, 4), (7, 3)]",C,135,191
"[(0, 4), (2, 3), (5, 0)]","[(0, 4), (7, 3)]",C,140,191
"[(0, 4), (3, 0), (4, 3)]","[(0, 4), (7, 3)]",C,144,191
"[(0, 1), (0, 4), (7, 2)]","[(0, 4), (7, 3)]",C,152,191
"[(0, 3), (0, 4), (7, 0)]","[(0, 4), (7, 3)]",C,187,191
"[(1, 5), (2, 0), (4, 2)]","[(2, 0), (5, 7)]",C,81,192
"[(1, 1), (2, 0), (4, 6)]","[(2, 0), (5, 7)]",C,82,192
"[(1, 3), (2, 0), (4, 4)]","[(2, 0), (5, 7)]",C,87,192
"[(1, 6), (2, 0), (4, 1)]","[(2, 0), (5, 7)]",C,99,192
"[(1, 2), (2, 0), (4, 5)]","[(2, 0), (5, 7)]",C,100,192
"[(1, 4), (2, 0), (4, 3)]","[(2, 0), (5, 7)]",C,104,192
"[(0, 4), (2, 0), (5, 3)]","[(2, 0), (5, 7)]",C,125,192
"[(0, 2), (2, 0), (5, 5)]","[(2, 0), (5, 7)]",C,127,192
"[(1, 7), (2, 0), (4, 0)]","[(2, 0), (5, 7)]",C,128,192
"[(0, 6), (2, 0), (5, 1)]","[(2, 0), (5, 7)]",C,130,192
"[(1, 0), (2, 0), (4, 7)]","[(2, 0), (5, 7)]",C,142,192
"[(0, 1), (2, 0), (5, 6)]","[(2, 0), (5, 7)]",C,147,192
"[(0, 5), (2, 0), (5, 2)]","[(2, 0), (5, 7)]",C,149,192
"[(0, 3), (2, 0), (5, 4)]","[(2, 0), (5, 7)]",C,160,192
"[(0, 7), (2, 0), (5, 0)]","[(2, 0), (5, 7)]",C,185,192
"[(0, 2), (2, 4), (5, 1)]","[(0, 2), (7, 5)]",C,85,193
"[(0, 2), (1, 1), (6, 4)]","[(0, 2), (7, 5)]",C,86,193
"[(0, 2), (3, 1), (4, 4)]","[(0, 2), (7, 5)]",C,88,193
"[(0, 2), (2, 1), (5, 4)]","[(0, 2), (7, 5)]",C,96,193
"[(0, 2), (1, 4), (6, 1)]","[(0, 2), (7, 5)]",C,97,193
"[(0, 2), (3, 4), (4, 1)]","[(0, 2), (7, 5)]",C,105,193
"[(0, 2), (3, 5), (4, 0)]","[(0, 2), (7, 5)]",C,126,193
"[(0, 2), (2, 0), (5, 5)]","[(0, 2), (7, 5)]",C,127,193
"[(0, 2), (1, 5), (6, 0)]","[(0, 2), (7, 5)]",C,133,193
"[(0, 2), (0, 4), (7, 1)]","[(0, 2), (7, 5)]",C,134,193
"[(0, 2), (1, 0), (6, 5)]","[(0, 2), (7, 5)]",C,136,193
"[(0, 2), (2, 5), (5, 0)]","[(0, 2), (7, 5)]",C,141,193
"[(0, 2), (3, 0), (4, 5)]","[(0, 2), (7, 5)]",C,145,193
"[(0, 1), (0, 2), (7, 4)]","[(0, 2), (7, 5)]",C,162,193
"[(0, 2), (0, 5), (7, 0)]","[(0, 2), (7, 5)]",C,188,193
"[(1, 7), (2, 0), (4, 0)]","[(1, 7), (6, 0)]",C,128,194
"[(0, 6), (1, 1), (6, 0)]","[(1, 7), (6, 0)]",C,131,194
"[(0, 4), (1, 3), (6, 0)]","[(1, 7), (6, 0)]",C,132,194
"[(0, 2), (1, 5), (6, 0)]","[(1, 7), (6, 0)]",C,133,194
"[(0, 5), (1, 2), (6, 0)]","[(1, 7), (6, 0)]",C,150,194
"[(0, 1), (1, 6), (6, 0)]","[(1, 7), (6, 0)]",C,151,194
"[(0, 3), (1, 4), (6, 0)]","[(1, 7), (6, 0)]",C,161,194
"[(0, 7), (1, 0), (6, 0)]","[(1, 7), (6, 0)]",C,186,194
"[(0, 6), (3, 1), (4, 0)]","[(0, 6), (7, 1)]",C,129,195
"[(0, 6), (2, 0), (5, 1)]","[(0, 6), (7, 1)]",C,130,195
"[(0, 6), (1, 1), (6, 0)]","[(0, 6), (7, 1)]",C,131,195
"[(0, 2), (0, 4), (7, 1)]","[(0, 6), (7, 1)]",C,134,195
"[(0, 6), (2, 1), (5, 0)]","[(0, 6), (7, 1)]",C,138,195
"[(0, 6), (1, 0), (6, 1)]","[(0, 6), (7, 1)]",C,139,195
